question_id,quiz_id,creator_id,creation_date,topic,question_type,bloom_level,difficulty_score
QS10344,QZ1046,QF1012,2024-04-29,Mathematics,Open,Remember,2.79
QS10345,QZ1046,QF1012,2024-04-29,Mathematics,Open,Understand,2.13
QS10346,QZ1046,QF1012,2024-04-29,Mathematics,MCQ,Evaluate,3.95
QS10347,QZ1046,QF1012,2024-04-29,Mathematics,MCQ,Evaluate,4.74
QS10348,QZ1046,QF1012,2024-04-29,Mathematics,MCQ,Understand,4.38
QS10349,QZ1046,QF1012,2024-04-29,Mathematics,MCQ,Remember,2.01
QS10350,QZ1046,QF1012,2024-04-29,Mathematics,MCQ,Analyze,3.7
QS10351,QZ1046,QF1012,2024-04-29,Mathematics,Open,Analyze,4.07
QS10352,QZ1047,QF1012,2024-04-13,Business Studies,MCQ,Understand,2.87
QS10353,QZ1047,QF1012,2024-04-13,Business Studies,Open,Analyze,2.72
QS10354,QZ1047,QF1012,2024-04-13,Business Studies,MCQ,Understand,2.77
QS10355,QZ1047,QF1012,2024-04-13,Business Studies,Open,Understand,2.9
QS10356,QZ1047,QF1012,2024-04-13,Business Studies,Open,Remember,2.3
QS10357,QZ1047,QF1012,2024-04-13,Business Studies,Open,Apply,2.42
QS10358,QZ1047,QF1012,2024-04-13,Business Studies,MCQ,Apply,4.33
QS10359,QZ1047,QF1012,2024-04-13,Business Studies,MCQ,Understand,2.66
QS10360,QZ1048,QF1012,2024-05-10,Language,MCQ,Understand,2.55
QS10361,QZ1048,QF1012,2024-05-10,Language,MCQ,Understand,2.78
QS10362,QZ1048,QF1012,2024-05-10,Language,MCQ,Understand,2.61
QS10363,QZ1048,QF1012,2024-05-10,Language,Open,Remember,2.84
QS10364,QZ1049,QF1012,2024-07-11,Physics,MCQ,Apply,3.11
QS10365,QZ1049,QF1012,2024-07-11,Physics,MCQ,Create,5.0
QS10366,QZ1049,QF1012,2024-07-11,Physics,MCQ,Understand,2.5
QS10367,QZ1049,QF1012,2024-07-11,Physics,MCQ,Remember,1.7
QS10368,QZ1049,QF1012,2024-07-11,Physics,MCQ,Remember,1.0
QS10369,QZ1049,QF1012,2024-07-11,Physics,MCQ,Remember,1.43
QS10370,QZ1049,QF1012,2024-07-11,Physics,MCQ,Remember,2.42
QS10371,QZ1049,QF1012,2024-07-11,Physics,MCQ,Remember,2.26
QS10372,QZ1049,QF1012,2024-07-11,Physics,MCQ,Understand,2.73
QS10373,QZ1049,QF1012,2024-07-11,Physics,MCQ,Remember,1.0
QS10374,QZ1050,QF1012,2024-07-14,Computer Science,Open,Remember,1.91
QS10375,QZ1050,QF1012,2024-07-14,Computer Science,MCQ,Understand,2.24
QS10376,QZ1050,QF1012,2024-07-14,Computer Science,Open,Apply,4.11
QS10377,QZ1050,QF1012,2024-07-14,Computer Science,Open,Remember,2.02
QS10378,QZ1051,QF1012,2024-08-30,Physics,MCQ,Understand,2.58
QS10379,QZ1051,QF1012,2024-08-30,Physics,MCQ,Analyze,4.6
QS10380,QZ1051,QF1012,2024-08-30,Physics,MCQ,Understand,2.2
QS10381,QZ1051,QF1012,2024-08-30,Physics,MCQ,Remember,1.0
QS10382,QZ1051,QF1012,2024-08-30,Physics,Open,Understand,2.98
QS10383,QZ1051,QF1012,2024-08-30,Physics,MCQ,Evaluate,2.74
QS10384,QZ1051,QF1012,2024-08-30,Physics,MCQ,Create,4.93
QS10385,QZ1052,QF1012,2024-04-21,Language,MCQ,Analyze,2.95
QS10386,QZ1052,QF1012,2024-04-21,Language,Open,Remember,1.84
QS10387,QZ1052,QF1012,2024-04-21,Language,MCQ,Remember,2.18
QS10388,QZ1052,QF1012,2024-04-21,Language,MCQ,Analyze,3.29
QS10389,QZ1052,QF1012,2024-04-21,Language,MCQ,Understand,1.89
QS10390,QZ1053,QF1012,2024-04-22,English,MCQ,Remember,2.13
QS10391,QZ1053,QF1012,2024-04-22,English,MCQ,Remember,1.69
QS10392,QZ1053,QF1012,2024-04-22,English,MCQ,Remember,1.9
QS10393,QZ1053,QF1012,2024-04-22,English,MCQ,Understand,2.28
QS10394,QZ1053,QF1012,2024-04-22,English,MCQ,Create,5.0
QS10395,QZ1053,QF1012,2024-04-22,English,MCQ,Understand,2.06
QS10396,QZ1053,QF1012,2024-04-22,English,MCQ,Apply,4.14
QS10397,QZ1053,QF1012,2024-04-22,English,MCQ,Remember,2.95
QS10398,QZ1054,QF1012,2024-05-28,Programming,MCQ,Remember,2.78
QS10399,QZ1054,QF1012,2024-05-28,Programming,MCQ,Apply,2.1
QS10400,QZ1054,QF1012,2024-05-28,Programming,MCQ,Apply,4.07
QS10401,QZ1054,QF1012,2024-05-28,Programming,MCQ,Remember,1.63
QS10402,QZ1054,QF1012,2024-05-28,Programming,MCQ,Understand,2.18
QS10403,QZ1054,QF1012,2024-05-28,Programming,MCQ,Remember,2.39
QS10404,QZ1054,QF1012,2024-05-28,Programming,MCQ,Evaluate,5.0
QS10405,QZ1055,QF1012,2024-07-24,General Knowledge,MCQ,Remember,1.57
QS10406,QZ1055,QF1012,2024-07-24,General Knowledge,MCQ,Evaluate,4.19
QS10407,QZ1055,QF1012,2024-07-24,General Knowledge,MCQ,Remember,1.15
QS10408,QZ1055,QF1012,2024-07-24,General Knowledge,MCQ,Understand,2.56
QS10409,QZ1056,QF1012,2024-07-04,History,MCQ,Remember,3.32
QS10410,QZ1056,QF1012,2024-07-04,History,MCQ,Understand,3.2
QS10411,QZ1056,QF1012,2024-07-04,History,MCQ,Evaluate,3.73
QS10412,QZ1056,QF1012,2024-07-04,History,MCQ,Understand,2.84
QS10413,QZ1056,QF1012,2024-07-04,History,MCQ,Understand,2.52
QS10414,QZ1056,QF1012,2024-07-04,History,MCQ,Understand,3.16
QS10415,QZ1056,QF1012,2024-07-04,History,MCQ,Apply,3.0
QS10416,QZ1056,QF1012,2024-07-04,History,MCQ,Analyze,3.37
QS10417,QZ1056,QF1012,2024-07-04,History,MCQ,Understand,3.45
QS10418,QZ1056,QF1012,2024-07-04,History,MCQ,Analyze,4.75
QS10419,QZ1056,QF1012,2024-07-04,History,MCQ,Evaluate,3.96
QS10420,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Analyze,4.37
QS10421,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Understand,2.08
QS10422,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Analyze,3.06
QS10423,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Understand,1.89
QS10424,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Evaluate,2.33
QS10425,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Understand,1.79
QS10426,QZ1057,QF1012,2024-08-13,General Knowledge,MCQ,Understand,3.28
QS10427,QZ1058,QF1012,2024-03-20,Biology,MCQ,Evaluate,4.13
QS10428,QZ1058,QF1012,2024-03-20,Biology,MCQ,Understand,2.9
QS10429,QZ1058,QF1012,2024-03-20,Biology,Open,Understand,3.58
QS10430,QZ1058,QF1012,2024-03-20,Biology,MCQ,Understand,3.03
QS10431,QZ1058,QF1012,2024-03-20,Biology,MCQ,Understand,2.94
QS10432,QZ1058,QF1012,2024-03-20,Biology,MCQ,Apply,4.95
QS10433,QZ1058,QF1012,2024-03-20,Biology,MCQ,Remember,2.46
QS10434,QZ1058,QF1012,2024-03-20,Biology,MCQ,Understand,3.49
QS10435,QZ1058,QF1012,2024-03-20,Biology,Open,Understand,2.75
QS10436,QZ1058,QF1012,2024-03-20,Biology,MCQ,Apply,3.24
QS10437,QZ1058,QF1012,2024-03-20,Biology,Open,Remember,2.62
QS10438,QZ1058,QF1012,2024-03-20,Biology,MCQ,Remember,2.25
QS10439,QZ1058,QF1012,2024-03-20,Biology,MCQ,Apply,1.69
QS10440,QZ1059,QF1012,2024-08-23,Physics,MCQ,Analyze,5.0
QS10441,QZ1059,QF1012,2024-08-23,Physics,MCQ,Remember,1.38
QS10442,QZ1059,QF1012,2024-08-23,Physics,Open,Understand,1.0
QS10443,QZ1059,QF1012,2024-08-23,Physics,MCQ,Remember,2.02
QS10444,QZ1059,QF1012,2024-08-23,Physics,MCQ,Understand,3.91
QS10445,QZ1059,QF1012,2024-08-23,Physics,Open,Remember,2.29
QS10446,QZ1059,QF1012,2024-08-23,Physics,MCQ,Understand,1.51
QS10447,QZ1059,QF1012,2024-08-23,Physics,MCQ,Understand,3.07
QS10448,QZ1059,QF1012,2024-08-23,Physics,MCQ,Remember,1.61
QS10449,QZ1060,QF1012,2024-08-04,Mathematics,MCQ,Analyze,4.74
QS10450,QZ1060,QF1012,2024-08-04,Mathematics,MCQ,Remember,1.83
QS10451,QZ1060,QF1012,2024-08-04,Mathematics,MCQ,Understand,2.55
QS10452,QZ1061,QF1012,2024-07-07,Programming,MCQ,Remember,1.42
QS10453,QZ1061,QF1012,2024-07-07,Programming,MCQ,Understand,4.32
QS10454,QZ1061,QF1012,2024-07-07,Programming,MCQ,Analyze,3.03
QS10455,QZ1061,QF1012,2024-07-07,Programming,MCQ,Evaluate,3.48
QS10456,QZ1061,QF1012,2024-07-07,Programming,MCQ,Remember,2.7
QS10457,QZ1061,QF1012,2024-07-07,Programming,MCQ,Apply,3.18
QS10458,QZ1061,QF1012,2024-07-07,Programming,MCQ,Understand,1.98
QS10459,QZ1061,QF1012,2024-07-07,Programming,MCQ,Evaluate,3.42
QS10460,QZ1061,QF1012,2024-07-07,Programming,MCQ,Apply,2.45
QS10461,QZ1062,QF1012,2024-08-27,Biology,MCQ,Evaluate,3.64
QS10462,QZ1062,QF1012,2024-08-27,Biology,MCQ,Understand,2.85
QS10463,QZ1062,QF1012,2024-08-27,Biology,MCQ,Remember,2.15
QS10464,QZ1062,QF1012,2024-08-27,Biology,MCQ,Apply,3.44
QS10465,QZ1062,QF1012,2024-08-27,Biology,MCQ,Understand,3.06
QS10466,QZ1062,QF1012,2024-08-27,Biology,MCQ,Understand,2.04
QS10467,QZ1062,QF1012,2024-08-27,Biology,MCQ,Remember,1.64
QS10468,QZ1062,QF1012,2024-08-27,Biology,MCQ,Understand,2.69
QS10469,QZ1062,QF1012,2024-08-27,Biology,MCQ,Understand,2.29
QS10470,QZ1062,QF1012,2024-08-27,Biology,MCQ,Remember,1.76
QS10471,QZ1063,QF1014,2024-06-17,English,MCQ,Evaluate,5.0
QS10472,QZ1063,QF1014,2024-06-17,English,Open,Understand,3.41
QS10473,QZ1063,QF1014,2024-06-17,English,Open,Remember,2.62
QS10474,QZ1063,QF1014,2024-06-17,English,MCQ,Analyze,3.67
QS10475,QZ1063,QF1014,2024-06-17,English,Open,Understand,2.1
QS10476,QZ1063,QF1014,2024-06-17,English,MCQ,Apply,4.17
QS10477,QZ1063,QF1014,2024-06-17,English,MCQ,Evaluate,4.01
QS10478,QZ1063,QF1014,2024-06-17,English,Open,Evaluate,3.86
QS10479,QZ1063,QF1014,2024-06-17,English,MCQ,Understand,1.72
QS10480,QZ1063,QF1014,2024-06-17,English,MCQ,Understand,1.93
QS10481,QZ1063,QF1014,2024-06-17,English,MCQ,Remember,2.6
QS10482,QZ1064,QF1014,2024-03-26,Physics,MCQ,Apply,2.37
QS10483,QZ1064,QF1014,2024-03-26,Physics,MCQ,Apply,3.11
QS10484,QZ1064,QF1014,2024-03-26,Physics,MCQ,Create,4.69
QS10485,QZ1064,QF1014,2024-03-26,Physics,MCQ,Understand,3.31
QS10486,QZ1064,QF1014,2024-03-26,Physics,MCQ,Apply,3.2
QS10487,QZ1064,QF1014,2024-03-26,Physics,MCQ,Apply,3.51
QS10488,QZ1064,QF1014,2024-03-26,Physics,MCQ,Understand,2.85
QS10489,QZ1064,QF1014,2024-03-26,Physics,MCQ,Understand,2.91
QS10490,QZ1065,QF1015,2024-08-16,Biology,MCQ,Create,3.51
QS10491,QZ1065,QF1015,2024-08-16,Biology,MCQ,Understand,2.69
QS10492,QZ1065,QF1015,2024-08-16,Biology,MCQ,Evaluate,3.64
QS10493,QZ1065,QF1015,2024-08-16,Biology,MCQ,Remember,1.52
QS10494,QZ1065,QF1015,2024-08-16,Biology,MCQ,Remember,1.88
QS10495,QZ1065,QF1015,2024-08-16,Biology,MCQ,Remember,3.21
QS10496,QZ1065,QF1015,2024-08-16,Biology,MCQ,Remember,2.37
QS10497,QZ1066,QF1016,2024-06-24,Physics,MCQ,Remember,1.62
QS10498,QZ1066,QF1016,2024-06-24,Physics,MCQ,Understand,2.89
QS10499,QZ1066,QF1016,2024-06-24,Physics,MCQ,Apply,2.87
QS10500,QZ1066,QF1016,2024-06-24,Physics,MCQ,Analyze,3.75
QS10501,QZ1066,QF1016,2024-06-24,Physics,MCQ,Remember,2.32
QS10502,QZ1066,QF1016,2024-06-24,Physics,MCQ,Understand,2.81
QS10503,QZ1066,QF1016,2024-06-24,Physics,MCQ,Understand,1.0
QS10504,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Understand,1.96
QS10505,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Remember,2.12
QS10506,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Understand,1.24
QS10507,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Understand,2.66
QS10508,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Remember,1.87
QS10509,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Apply,3.54
QS10510,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Evaluate,4.14
QS10511,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Remember,2.02
QS10512,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Understand,3.47
QS10513,QZ1067,QF1016,2024-08-19,Computer Science,MCQ,Create,5.0
QS10514,QZ1068,QF1016,2024-06-11,English,MCQ,Understand,1.16
QS10515,QZ1068,QF1016,2024-06-11,English,MCQ,Understand,3.75
QS10516,QZ1068,QF1016,2024-06-11,English,MCQ,Understand,2.32
QS10517,QZ1068,QF1016,2024-06-11,English,MCQ,Analyze,2.33
QS10518,QZ1068,QF1016,2024-06-11,English,MCQ,Analyze,4.51
QS10519,QZ1068,QF1016,2024-06-11,English,MCQ,Remember,2.02
QS10520,QZ1068,QF1016,2024-06-11,English,MCQ,Remember,1.0
QS10521,QZ1068,QF1016,2024-06-11,English,MCQ,Remember,2.13
QS10522,QZ1068,QF1016,2024-06-11,English,MCQ,Understand,4.36
QS10523,QZ1068,QF1016,2024-06-11,English,MCQ,Create,5.0
QS10524,QZ1068,QF1016,2024-06-11,English,MCQ,Remember,2.17
QS10525,QZ1068,QF1016,2024-06-11,English,MCQ,Apply,3.39
QS10526,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Remember,1.89
QS10527,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Understand,2.18
QS10528,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Understand,1.0
QS10529,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Remember,1.92
QS10530,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Understand,2.55
QS10531,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Understand,2.89
QS10532,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Apply,4.13
QS10533,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Apply,3.98
QS10534,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Remember,1.63
QS10535,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Apply,3.35
QS10536,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Analyze,4.21
QS10537,QZ1069,QF1017,2024-04-05,Business Studies,MCQ,Remember,1.66
QS10538,QZ1070,QF1017,2024-04-16,Programming,MCQ,Remember,2.96
QS10539,QZ1070,QF1017,2024-04-16,Programming,MCQ,Remember,3.32
QS10540,QZ1070,QF1017,2024-04-16,Programming,MCQ,Understand,2.03
QS10541,QZ1070,QF1017,2024-04-16,Programming,MCQ,Create,4.09
QS10542,QZ1070,QF1017,2024-04-16,Programming,Open,Analyze,3.09
QS10543,QZ1071,QF1017,2024-05-24,History,MCQ,Analyze,4.6
QS10544,QZ1071,QF1017,2024-05-24,History,MCQ,Remember,3.36
QS10545,QZ1071,QF1017,2024-05-24,History,MCQ,Apply,2.88
QS10546,QZ1071,QF1017,2024-05-24,History,MCQ,Create,5.0
QS10547,QZ1071,QF1017,2024-05-24,History,MCQ,Apply,2.28
QS10548,QZ1071,QF1017,2024-05-24,History,MCQ,Evaluate,4.78
QS10549,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Understand,2.61
QS10550,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Understand,1.52
QS10551,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Remember,1.12
QS10552,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Evaluate,4.31
QS10553,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Evaluate,3.92
QS10554,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Analyze,4.05
QS10555,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Analyze,3.47
QS10556,QZ1072,QF1017,2024-05-17,Chemistry,MCQ,Apply,3.43
QS10557,QZ1073,QF1017,2024-06-20,History,MCQ,Understand,3.56
QS10558,QZ1073,QF1017,2024-06-20,History,MCQ,Remember,2.8
QS10559,QZ1073,QF1017,2024-06-20,History,MCQ,Remember,2.52
QS10560,QZ1073,QF1017,2024-06-20,History,MCQ,Remember,1.0
QS10561,QZ1074,QF1017,2024-07-19,History,MCQ,Remember,1.68
QS10562,QZ1074,QF1017,2024-07-19,History,MCQ,Evaluate,3.91
QS10563,QZ1074,QF1017,2024-07-19,History,Open,Analyze,3.3
QS10564,QZ1074,QF1017,2024-07-19,History,MCQ,Remember,2.27
QS10565,QZ1075,QF1017,2024-03-18,Biology,Open,Understand,1.83
QS10566,QZ1075,QF1017,2024-03-18,Biology,MCQ,Apply,2.67
QS10567,QZ1075,QF1017,2024-03-18,Biology,Open,Understand,2.55
QS10568,QZ1075,QF1017,2024-03-18,Biology,MCQ,Apply,3.41
QS10569,QZ1075,QF1017,2024-03-18,Biology,MCQ,Create,3.44
QS10570,QZ1075,QF1017,2024-03-18,Biology,MCQ,Understand,3.7
QS10571,QZ1075,QF1017,2024-03-18,Biology,MCQ,Apply,2.33
QS10572,QZ1075,QF1017,2024-03-18,Biology,MCQ,Understand,2.88
QS10573,QZ1075,QF1017,2024-03-18,Biology,Open,Apply,2.52
QS10574,QZ1075,QF1017,2024-03-18,Biology,MCQ,Evaluate,2.98
QS10575,QZ1075,QF1017,2024-03-18,Biology,Open,Apply,1.42
QS10576,QZ1075,QF1017,2024-03-18,Biology,Open,Remember,2.94
QS10577,QZ1075,QF1017,2024-03-18,Biology,MCQ,Remember,1.78
QS10578,QZ1076,QF1017,2024-07-04,Programming,MCQ,Apply,4.14
QS10579,QZ1076,QF1017,2024-07-04,Programming,MCQ,Analyze,4.81
QS10580,QZ1076,QF1017,2024-07-04,Programming,MCQ,Understand,2.83
QS10581,QZ1076,QF1017,2024-07-04,Programming,MCQ,Understand,1.36
QS10582,QZ1076,QF1017,2024-07-04,Programming,MCQ,Remember,2.53
QS10583,QZ1077,QF1019,2024-05-03,English,MCQ,Analyze,4.92
QS10584,QZ1077,QF1019,2024-05-03,English,MCQ,Apply,4.24
QS10585,QZ1077,QF1019,2024-05-03,English,MCQ,Apply,3.64
QS10586,QZ1077,QF1019,2024-05-03,English,MCQ,Analyze,3.43
QS10587,QZ1077,QF1019,2024-05-03,English,MCQ,Apply,3.81
QS10588,QZ1077,QF1019,2024-05-03,English,MCQ,Understand,1.64
QS10589,QZ1077,QF1019,2024-05-03,English,MCQ,Apply,3.43
QS10590,QZ1078,QF1019,2024-08-22,Programming,MCQ,Apply,2.68
QS10591,QZ1078,QF1019,2024-08-22,Programming,MCQ,Apply,2.56
QS10592,QZ1078,QF1019,2024-08-22,Programming,MCQ,Understand,3.46
QS10593,QZ1078,QF1019,2024-08-22,Programming,MCQ,Understand,1.83
QS10594,QZ1078,QF1019,2024-08-22,Programming,MCQ,Apply,2.12
QS10595,QZ1078,QF1019,2024-08-22,Programming,MCQ,Remember,1.83
QS10596,QZ1078,QF1019,2024-08-22,Programming,MCQ,Evaluate,4.7
QS10597,QZ1079,QF1020,2024-08-28,Programming,MCQ,Remember,1.41
QS10598,QZ1079,QF1020,2024-08-28,Programming,MCQ,Understand,2.27
QS10599,QZ1079,QF1020,2024-08-28,Programming,MCQ,Remember,2.28
QS10600,QZ1079,QF1020,2024-08-28,Programming,MCQ,Apply,2.81
QS10601,QZ1079,QF1020,2024-08-28,Programming,MCQ,Apply,4.06
QS10602,QZ1079,QF1020,2024-08-28,Programming,MCQ,Understand,3.54
QS10603,QZ1080,QF1020,2024-05-16,Physics,MCQ,Analyze,3.62
QS10604,QZ1080,QF1020,2024-05-16,Physics,MCQ,Apply,3.81
QS10605,QZ1080,QF1020,2024-05-16,Physics,MCQ,Understand,1.14
QS10606,QZ1080,QF1020,2024-05-16,Physics,MCQ,Analyze,3.32
QS10607,QZ1080,QF1020,2024-05-16,Physics,MCQ,Evaluate,4.7
QS10608,QZ1080,QF1020,2024-05-16,Physics,MCQ,Remember,2.47
QS10609,QZ1080,QF1020,2024-05-16,Physics,MCQ,Remember,2.33
QS10610,QZ1080,QF1020,2024-05-16,Physics,MCQ,Apply,3.02
QS10611,QZ1080,QF1020,2024-05-16,Physics,MCQ,Apply,3.9
QS10612,QZ1080,QF1020,2024-05-16,Physics,MCQ,Remember,1.23
QS10613,QZ1080,QF1020,2024-05-16,Physics,MCQ,Understand,1.8
QS10614,QZ1080,QF1020,2024-05-16,Physics,MCQ,Analyze,4.09
QS10615,QZ1080,QF1020,2024-05-16,Physics,MCQ,Remember,1.14
QS10616,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Remember,1.77
QS10617,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Analyze,3.4
QS10618,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Understand,2.4
QS10619,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Create,4.47
QS10620,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Apply,2.25
QS10621,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Create,4.76
QS10622,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Analyze,3.53
QS10623,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Remember,1.86
QS10624,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Remember,2.58
QS10625,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Understand,2.71
QS10626,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Analyze,5.0
QS10627,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Analyze,3.43
QS10628,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Remember,3.09
QS10629,QZ1081,QF1020,2024-04-10,General Knowledge,MCQ,Remember,1.0
QS10630,QZ1082,QF1020,2024-06-23,Programming,Open,Remember,1.0
QS10631,QZ1082,QF1020,2024-06-23,Programming,MCQ,Remember,2.55
QS10632,QZ1082,QF1020,2024-06-23,Programming,MCQ,Understand,1.93
QS10633,QZ1082,QF1020,2024-06-23,Programming,MCQ,Create,5.0
QS10634,QZ1082,QF1020,2024-06-23,Programming,MCQ,Remember,1.59
QS10635,QZ1082,QF1020,2024-06-23,Programming,MCQ,Apply,4.12
QS10636,QZ1082,QF1020,2024-06-23,Programming,Open,Understand,1.0
QS10637,QZ1082,QF1020,2024-06-23,Programming,Open,Understand,1.89
QS10638,QZ1082,QF1020,2024-06-23,Programming,MCQ,Apply,3.82
QS10639,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Apply,2.15
QS10640,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Apply,2.09
QS10641,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Understand,2.57
QS10642,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Remember,1.8
QS10643,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Create,5.0
QS10644,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Understand,3.16
QS10645,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Remember,3.72
QS10646,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Understand,2.8
QS10647,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Understand,1.96
QS10648,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Analyze,3.35
QS10649,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Understand,2.22
QS10650,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Evaluate,3.89
QS10651,QZ1083,QF1020,2024-06-13,Chemistry,MCQ,Understand,3.93
QS10652,QZ1084,QF1020,2024-04-10,Language,Open,Remember,2.77
QS10653,QZ1084,QF1020,2024-04-10,Language,MCQ,Understand,3.32
QS10654,QZ1084,QF1020,2024-04-10,Language,MCQ,Remember,2.9
QS10655,QZ1084,QF1020,2024-04-10,Language,MCQ,Understand,1.58
QS10656,QZ1084,QF1020,2024-04-10,Language,Open,Apply,2.2
QS10657,QZ1084,QF1020,2024-04-10,Language,MCQ,Remember,2.35
QS10658,QZ1084,QF1020,2024-04-10,Language,MCQ,Remember,1.59
QS10659,QZ1084,QF1020,2024-04-10,Language,Open,Understand,3.63
QS10660,QZ1084,QF1020,2024-04-10,Language,Open,Understand,2.1
QS10661,QZ1085,QF1021,2024-08-21,Biology,MCQ,Understand,2.21
QS10662,QZ1085,QF1021,2024-08-21,Biology,MCQ,Apply,3.78
QS10663,QZ1085,QF1021,2024-08-21,Biology,MCQ,Apply,3.29
QS10664,QZ1085,QF1021,2024-08-21,Biology,MCQ,Analyze,3.82
QS10665,QZ1085,QF1021,2024-08-21,Biology,MCQ,Understand,2.36
QS10666,QZ1085,QF1021,2024-08-21,Biology,MCQ,Understand,2.77
QS10667,QZ1085,QF1021,2024-08-21,Biology,MCQ,Understand,2.21
QS10668,QZ1085,QF1021,2024-08-21,Biology,MCQ,Analyze,2.85
QS10669,QZ1085,QF1021,2024-08-21,Biology,MCQ,Apply,3.16
QS10670,QZ1086,QF1021,2024-04-23,Chemistry,MCQ,Understand,2.51
QS10671,QZ1086,QF1021,2024-04-23,Chemistry,Open,Remember,2.88
QS10672,QZ1086,QF1021,2024-04-23,Chemistry,MCQ,Remember,1.79
QS10673,QZ1086,QF1021,2024-04-23,Chemistry,MCQ,Remember,1.57
QS10674,QZ1086,QF1021,2024-04-23,Chemistry,Open,Understand,2.84
QS10675,QZ1086,QF1021,2024-04-23,Chemistry,Open,Remember,1.0
QS10676,QZ1086,QF1021,2024-04-23,Chemistry,MCQ,Evaluate,4.94
QS10677,QZ1086,QF1021,2024-04-23,Chemistry,MCQ,Evaluate,3.6
QS10678,QZ1086,QF1021,2024-04-23,Chemistry,Open,Remember,2.2
QS10679,QZ1086,QF1021,2024-04-23,Chemistry,Open,Analyze,3.81
QS10680,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Analyze,2.13
QS10681,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Remember,1.86
QS10682,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Remember,1.91
QS10683,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Remember,2.21
QS10684,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Understand,2.99
QS10685,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Apply,1.64
QS10686,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Understand,3.01
QS10687,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Understand,2.55
QS10688,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Remember,1.79
QS10689,QZ1087,QF1022,2024-08-26,Business Studies,MCQ,Analyze,2.52
